Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Kilometers_Driven_Per_Year,Current_Age
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,First,13.0,2143.0,201.1,5.0,20.89221804511278,32.0,False,False,False,3738.2,10
187,Maruti Baleno Alpha,Kochi,2017,24773,First,21.4,1197.0,83.1,5.0,8.78,7.5,False,True,True,3539.0,7
188,Hyundai Verna 1.6 SX,Delhi,2012,62000,First,22.32,1582.0,126.32,5.0,20.89221804511278,4.6,False,False,True,5166.666666666667,12
189,Hyundai i10 Magna 1.1,Kochi,2017,52340,First,19.81,1086.0,68.05,5.0,20.89221804511278,4.04,False,True,True,7477.142857142857,7
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,First,15.4,1997.0,120.0,7.0,20.89221804511278,10.31,False,False,True,7092.375,8
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,First,12.7,2179.0,187.7,5.0,20.89221804511278,55.76,False,False,False,6015.166666666667,6
192,Ford Figo Diesel ZXI,Chennai,2010,120000,First,20.0,1399.0,68.0,5.0,20.89221804511278,2.6,False,False,True,8571.42857142857,14
193,Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,12.74,8.5,False,False,True,4125.0,8
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,First,18.283619293712317,1631.552572706935,113.80314403717087,5.0,20.89221804511278,2.95,False,True,True,3529.764705882353,17
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8,1498.0,98.6,5.0,20.89221804511278,3.5,False,False,True,5200.0,10
196,Hyundai i10 Magna,Jaipur,2015,43571,First,20.36,1197.0,78.9,5.0,20.89221804511278,3.55,False,True,True,4841.222222222223,9
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8,1498.0,98.6,5.0,20.89221804511278,3.25,False,False,True,4545.454545454545,11
198,Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5,1896.0,106.0,5.0,20.89221804511278,4.5,False,False,True,7062.5,16
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87,1461.0,83.8,5.0,20.89221804511278,5.35,False,False,True,9000.0,10
200,Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,100.0,7.0,10.52,6.5,False,False,True,4142.857142857143,7
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,11.98,9.0,False,False,True,2500.0,8
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6,1197.0,81.83,5.0,20.89221804511278,6.0,False,True,True,7626.5,8
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7,1390.0,85.0,5.0,20.89221804511278,2.75,False,True,True,5830.6,15
204,Tata Indigo eCS GLX,Pune,2010,70500,First,15.64,1193.0,64.1,5.0,20.89221804511278,1.5,False,True,True,5035.714285714285,14
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73,1968.0,174.33,5.0,20.89221804511278,19.9,False,False,False,7122.555555555556,9
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7,1798.0,177.5,5.0,20.89221804511278,10.0,False,True,False,7600.0,10
207,Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59,1364.0,67.06,5.0,20.89221804511278,3.0,False,False,True,10400.0,10
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1,1631.552572706935,113.80314403717087,5.0,20.89221804511278,2.11,False,True,True,3000.0714285714284,14
209,Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,20.89221804511278,11.96,False,True,False,3724.5,10
210,Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,8.54,3.25,False,False,True,4090.909090909091,11
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32,1582.0,126.32,5.0,20.89221804511278,4.75,False,False,True,9819.75,12
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46,1461.0,83.8,5.0,20.89221804511278,5.95,False,False,True,3000.0,10
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29,1591.0,121.3,5.0,20.89221804511278,8.15,False,True,True,3006.3333333333335,9
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51,998.0,67.0,5.0,20.89221804511278,4.22,False,True,False,1062.5,8
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74,1796.0,186.0,5.0,20.89221804511278,10.5,False,True,False,2178.5714285714284,14
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,20.89221804511278,45.0,False,False,False,4666.666666666667,12
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81,1086.0,68.05,5.0,20.89221804511278,2.9,False,True,True,3666.6666666666665,12
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3,1598.0,103.52,5.0,20.89221804511278,8.9,False,True,False,1500.0,7
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,33.58,26.0,False,True,False,3714.285714285714,7
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19,1197.0,81.86,5.0,20.89221804511278,8.22,False,True,True,4194.333333333333,6
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8,1498.0,98.6,5.0,20.89221804511278,3.5,False,False,True,6400.0,10
222,Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9,998.0,67.1,5.0,20.89221804511278,1.25,False,True,True,3050.0,20
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,65.0,5.0,9.12,3.7,False,False,True,9727.272727272728,11
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27,2143.0,167.62,5.0,20.89221804511278,39.41,False,False,False,4860.166666666667,6
225,Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,5.29,2.65,False,True,True,2909.090909090909,11
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,20.89221804511278,8.92,False,False,True,5130.333333333333,9
228,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,44.28,35.67,False,True,False,3761.0,7
229,Ford Figo Diesel,Bangalore,2015,70436,First,18.283619293712317,1498.0,99.0,5.0,20.89221804511278,3.6,False,False,True,7826.222222222223,9
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,20.89221804511278,0.85,False,False,True,11764.70588235294,17
231,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,20.89221804511278,3.32,False,True,True,7601.625,8
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,20.89221804511278,3.6,False,False,True,3750.0,12
233,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,74.0,5.0,20.89221804511278,6.8,False,False,True,8000.0,8
234,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,20.89221804511278,2.5,False,False,True,3440.3333333333335,12
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,20.74,19.64,False,False,False,2833.0,5
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,20.89221804511278,7.0,False,False,False,5153.846153846154,13
237,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,11.74,3.87,False,True,True,2505.5384615384614,13
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,20.89221804511278,6.27,False,True,True,2493.3333333333335,6
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,20.89221804511278,18.12,False,False,False,6220.0,9
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,20.89221804511278,2.65,False,False,True,6727.272727272727,11
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,20.89221804511278,7.2,False,False,True,6316.333333333333,9
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,20.89221804511278,14.3,False,False,True,13486.0,9
243,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,20.89221804511278,6.9,False,False,True,4727.272727272727,11
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,102.0,7.0,20.89221804511278,10.75,False,False,True,11800.0,10
246,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,20.89221804511278,8.09,False,True,True,4239.375,8
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,184.0,5.0,20.89221804511278,18.5,False,False,False,8200.2,10
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,70.0,5.0,20.89221804511278,4.75,False,False,True,4714.285714285715,7
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,20.89221804511278,8.45,False,False,True,4250.0,8
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,20.89221804511278,3.5,False,False,True,4583.333333333333,12
251,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,82.0,5.0,20.89221804511278,1.8,False,False,True,8918.777777777777,18
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,20.89221804511278,3.7,False,False,True,6000.0,10
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,20.89221804511278,7.17,False,True,True,7082.142857142857,7
254,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,20.89221804511278,1.75,False,True,True,5928.571428571428,14
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,183.0,5.0,20.89221804511278,21.99,False,False,False,8557.666666666666,6
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,25.52,18.65,False,False,True,6142.857142857143,7
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,35.0,5.0,20.89221804511278,1.85,False,True,True,2692.3076923076924,13
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,20.89221804511278,5.95,False,True,True,3981.714285714286,7
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,82.0,5.0,20.89221804511278,3.75,False,True,True,1651.4,10
260,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,74.0,5.0,20.89221804511278,3.75,False,False,True,10000.0,12
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,14.07,2.6,False,False,True,8954.6875,16
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,80.0,5.0,20.89221804511278,2.8,False,True,True,3714.285714285714,14
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,95.13,61.29,False,False,False,4259.857142857143,7
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,170.0,5.0,20.89221804511278,18.0,False,False,True,5700.0,10
266,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,20.89221804511278,4.35,False,False,True,8850.0,10
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,20.89221804511278,13.75,False,False,True,3500.0,8
268,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,20.89221804511278,2.0,False,True,True,4785.714285714285,14
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,20.89221804511278,10.0,False,False,True,3250.0,8
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,76.0,5.0,20.89221804511278,1.65,False,False,True,8571.42857142857,14
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,20.89221804511278,45.77,False,False,False,7426.0,7
272,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,20.89221804511278,3.25,False,True,True,2571.4285714285716,14
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,20.89221804511278,12.8,False,False,True,5875.0,8
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,60.0,5.0,20.89221804511278,0.55,False,True,True,2727.2727272727275,22
275,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,74.0,5.0,20.89221804511278,7.15,False,False,True,5170.833333333333,6
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,120.0,8.0,20.89221804511278,7.0,False,False,True,9545.454545454546,11
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,8.34,3.75,False,False,True,17414.285714285714,7
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,20.89221804511278,8.5,False,True,True,3242.1428571428573,7
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,74.0,5.0,20.89221804511278,4.35,False,False,True,6083.333333333333,12
280,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,20.89221804511278,3.26,False,True,True,4028.375,8
281,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,118.0,5.0,20.89221804511278,4.21,False,True,True,4230.7692307692305,13
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,20.89221804511278,70.36,False,False,False,1881.1666666666667,6
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,105.0,5.0,20.89221804511278,2.95,False,False,False,3200.0,15
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,20.89221804511278,4.28,False,True,True,4525.666666666667,12
285,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,118.0,5.0,20.89221804511278,3.57,False,True,False,5229.466666666666,15
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,20.89221804511278,3.11,False,False,True,4181.818181818182,11
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,20.89221804511278,5.96,False,True,False,4505.1,10
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,20.89221804511278,4.7,False,False,True,5307.692307692308,13
289,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,20.89221804511278,6.9,False,True,True,4900.0,10
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,8.34,5.25,False,False,True,7500.0,6
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,177.0,5.0,20.89221804511278,28.0,False,False,False,7111.111111111111,9
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,67.0,5.0,20.89221804511278,1.35,False,True,True,4000.0,15
293,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,8.85,4.85,False,True,True,6908.666666666667,9
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,105.0,5.0,20.89221804511278,6.7,False,False,True,4833.833333333333,12
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,20.89221804511278,3.1,False,True,True,5285.714285714285,14
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,170.0,5.0,20.89221804511278,18.64,False,False,False,8641.222222222223,9
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,20.89221804511278,2.8,False,True,True,3772.9166666666665,12
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,25.4,20.25,False,False,True,6000.0,8
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,20.89221804511278,26.78,False,False,False,3516.8888888888887,9
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,20.89221804511278,8.26,False,False,True,7785.714285714285,14
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,20.89221804511278,3.89,False,True,True,3553.1111111111113,9
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,20.89221804511278,2.1,False,True,True,5384.615384615385,13
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.67,12.69,False,True,False,2142.8571428571427,7
304,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,70.0,5.0,20.89221804511278,2.58,False,False,True,5376.181818181818,11
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,20.89221804511278,20.77,False,False,False,6172.6,10
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,136.0,5.0,20.89221804511278,20.26,False,False,False,5333.333333333333,9
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,20.89221804511278,4.25,False,True,False,7781.5,10
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,79.43,57.0,False,False,False,4142.857142857143,7
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,20.89221804511278,44.0,False,False,False,6285.714285714285,7
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,20.89221804511278,3.65,False,False,True,8355.846153846154,13
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,35.0,5.0,20.89221804511278,2.05,False,True,True,5982.583333333333,12
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,6.62,3.13,False,True,True,7660.916666666667,12
315,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,20.89221804511278,1.5,False,False,True,6583.333333333333,24
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,75.0,5.0,20.89221804511278,2.85,False,False,True,7598.583333333333,12
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,20.89221804511278,2.65,False,True,True,5416.666666666667,12
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,140.0,7.0,20.89221804511278,10.6,False,False,True,9825.333333333334,9
319,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,70.0,5.0,20.89221804511278,1.25,False,False,True,8625.0,16
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,20.89221804511278,8.25,False,True,True,3000.0,6
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,20.89221804511278,4.45,False,True,False,4615.384615384615,13
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,20.89221804511278,3.7,False,False,True,4000.0,12
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,68.0,5.0,20.89221804511278,2.8,False,False,True,10666.666666666666,15
324,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,20.89221804511278,1.8,False,True,True,2500.0,16
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,20.89221804511278,21.95,False,False,False,5149.5,10
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,313.0,4.0,20.89221804511278,49.0,False,False,False,2307.6923076923076,13
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,20.89221804511278,62.67,False,False,False,13918.57142857143,7
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,90.0,5.0,20.89221804511278,5.5,False,False,True,6916.666666666667,12
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,20.89221804511278,2.95,False,True,False,2466.6666666666665,15
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,20.89221804511278,6.86,False,True,False,3562.875,8
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,74.0,5.0,20.89221804511278,6.15,False,False,True,8499.555555555555,9
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,20.89221804511278,3.3,False,True,True,6088.615384615385,13
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,20.89221804511278,2.55,False,True,True,2461.5384615384614,13
335,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,20.89221804511278,1.5,False,True,True,2333.3333333333335,15
336,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,125.0,5.0,20.89221804511278,2.5,False,True,False,5250.0,20
337,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,20.89221804511278,1.4,False,True,True,3111.1111111111113,18
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,20.89221804511278,3.4,False,False,True,6083.333333333333,12
339,Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,20.89221804511278,2.25,False,True,True,3166.6666666666665,12
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,141.0,5.0,20.89221804511278,7.5,False,False,False,70454.54545454546,11
341,Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,125.0,5.0,20.89221804511278,2.8,False,True,False,5000.0,16
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,20.89221804511278,7.66,False,True,True,3121.625,8
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,9.12,7.15,False,False,True,5625.0,8
344,Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,118.0,5.0,20.89221804511278,3.5,False,True,True,6245.0,14
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,75.0,5.0,20.89221804511278,3.5,False,False,True,13394.4,10
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,20.89221804511278,3.45,False,False,True,5181.818181818182,11
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,20.89221804511278,3.55,False,True,True,3488.0,8
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,190.0,5.0,58.67,25.99,False,False,False,3413.0,9
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,20.89221804511278,5.25,False,False,True,6666.666666666667,12
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,20.89221804511278,2.9,False,False,True,4300.363636363636,11
351,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,227.0,5.0,28.37,2.05,False,True,False,5263.1578947368425,19
352,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,4.48,3.75,False,True,True,4285.714285714285,7
